"crash_date_time","collision_type","weather","surface_condition","light","driver_at_fault","injury_severity","vehicle_first_impact_location","vehicle_body_type","vehicle_movement","vehicle_going_dir","speed_limit","vehicle_year","vehicle_make","vehicle_model","latitude","longitude","location"
"09/15/2024 03:19:00 PM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Six O Clock","Other","Stopped in Traffic","Westbound","45","2019","DODGE","CARAVAN","39.05677214","-77.16540562","(39.05677214, -77.16540562)"
"09/15/2024 11:50:00 AM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Seven O Clock","Sport Utility Vehicle","Slowing or Stopping","Northbound","35","2017","SUBARU","IMPREZA","39.10994217","-77.03708633","(39.10994217, -77.03708633)"
"09/15/2024 09:21:00 AM","Sideswipe, Same Direction","Clear","Dry","Daylight","No","No Apparent Injury","Three O Clock","Sport Utility Vehicle","Stopped in Traffic","Eastbound","35","2012","TOYOTA","HIGHLANDER","39.09224463","-77.07092483","(39.09224463, -77.07092483)"
"09/15/2024 04:18:00 AM","Single Vehicle","Clear","Dry","Dark - Lighted","Yes","No Apparent Injury","Twelve O Clock","Passenger Car","Changing Lanes","Eastbound","40","2024","TESLA","MODEL 3","39.01777128","-76.97375394","(39.01777128, -76.97375394)"
"09/14/2024 11:33:00 PM","Front to Rear","Clear","Dry","Dark - Lighted","No","No Apparent Injury","Seven O Clock","Passenger Car","Backing","Northbound","25","2008","HONDA","CIVIC","39.0143851","-76.98490015","(39.0143851, -76.98490015)"
"09/14/2024 07:41:00 PM","Angle","Clear","Dry","Dark - Lighted","No","No Apparent Injury","Twelve O Clock","Sport Utility Vehicle","Stopped in Traffic","Southbound","35","2019","HYUNDAI","TUCSON","39.06822897","-77.0610623","(39.06822897, -77.0610623)"
"09/14/2024 06:15:00 PM","Angle","Clear","Dry","Daylight","No","No Apparent Injury","Ten O Clock","Passenger Car","Moving Constant Speed","Eastbound","35","2017","SUBARU","WRX","39.11586421","-77.20402748","(39.11586421, -77.20402748)"
"09/14/2024 06:02:00 PM","Angle","Clear","Dry","Daylight","No","No Apparent Injury","Nine O Clock","Sport Utility Vehicle","Changing Lanes","Westbound","50","2018","AUDI","Q5","39.10995243","-77.21686485","(39.10995243, -77.21686485)"
"09/14/2024 05:28:00 PM","Front to Rear","Clear","Dry","Daylight","Yes","No Apparent Injury","Eleven O Clock","Passenger Car","Slowing or Stopping","Southbound","50","2007","HONDA","ACCORD","39.05804537","-76.96841615","(39.05804537, -76.96841615)"
"09/14/2024 12:00:00 PM","Other","Clear","Dry","Daylight","No","No Apparent Injury","Twelve O Clock","Passenger Car","Moving Constant Speed","Eastbound","30","2019","CHEVROLET","MALIBU","39.05728","-77.07353","(39.05728, -77.07353)"
"09/14/2024 10:00:00 AM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Eleven O Clock","Passenger Car","Moving Constant Speed","Southbound","35","2023","NISSAN","PATHFINDER","39.08155818","-77.14813061","(39.08155818, -77.14813061)"
"09/14/2024 08:15:00 AM","Angle","Clear","Dry","Daylight","Yes","Possible Injury","Ten O Clock","Passenger Car","Moving Constant Speed","Eastbound","25","2014","JEEP","CHEROKEE","39.185335","-77.203485","(39.185335, -77.203485)"
"09/14/2024 01:07:00 AM","Front to Rear","Clear","Dry","Dark - Lighted","Yes","Suspected Minor Injury","Twelve O Clock","Passenger Car","Moving Constant Speed","Northbound","40","2000","TOYOTA","COROLLA","39.07705111","-77.1393225","(39.07705111, -77.1393225)"
"09/13/2024 09:42:00 PM","Front to Rear","Clear","Dry","Dark - Lighted","No","No Apparent Injury","Six O Clock","Sport Utility Vehicle","Stopped in Traffic","Southbound","35","2020","FORD","EXPLORER","39.11725272","-77.16915028","(39.11725272, -77.16915028)"
"09/13/2024 08:02:00 PM","Other","Clear","Dry","Dark - Lighted","No","Suspected Minor Injury","Eleven O Clock","Passenger Car","Moving Constant Speed","Southbound","45","2021","LEXUS","ES","39.08061441","-77.00136396","(39.08061441, -77.00136396)"
"09/13/2024 05:38:00 PM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Six O Clock","Passenger Car","Stopped in Traffic","Southbound","40","2016","TOYOTA","RAV4","39.10705167","-77.15901134","(39.10705167, -77.15901134)"
"09/13/2024 12:16:00 PM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Five O Clock","Passenger Car","Stopped in Traffic","Westbound","35","2015","HONDA","CR-V","39.0528095","-77.11505617","(39.0528095, -77.11505617)"
"09/13/2024 10:53:00 AM","Front to Rear","Cloudy","Dry","Daylight","Yes","No Apparent Injury","Twelve O Clock","Station Wagon","Moving Constant Speed","Southbound","35","2002","MERCEDES-BENZ","E-CLASS","39.02085359","-77.20796556","(39.02085359, -77.20796556)"
"09/13/2024 10:06:00 AM","Front to Rear","Cloudy","Dry","Daylight","No","No Apparent Injury","Six O Clock","Passenger Car","Stopped in Traffic","Westbound","30","2014","HONDA","ACCORD","39.071584","-77.09830317","(39.071584, -77.09830317)"
"09/13/2024 12:45:00 AM","Front to Rear","Clear","Dry","Dark - Not Lighted","No","No Apparent Injury","Six O Clock","Sport Utility Vehicle","Turning Left","Southbound","35","2017","TOYOTA","RAV4","39.05281312","-77.18470533","(39.05281312, -77.18470533)"
"09/12/2024 08:18:00 PM","Single Vehicle","Clear","Dry","Dark - Lighted","Yes","No Apparent Injury","One O Clock","Sport Utility Vehicle","Moving Constant Speed","Eastbound","35","2023","JEEP","GRAND CHEROKEE","38.97942198","-77.13215579","(38.97942198, -77.13215579)"
"09/12/2024 03:10:00 PM","Sideswipe, Same Direction","Clear","Dry","Daylight","No","No Apparent Injury","Non-Collision","Other Trucks","Overtaking/Passing","Westbound","25","1988","INTERNATIONAL","1654LP","38.98030087","-77.1718623","(38.98030087, -77.1718623)"
"09/12/2024 01:44:00 PM","Other","Clear","Dry","Daylight","No","Possible Injury","Twelve O Clock","Passenger Car","Moving Constant Speed","Southbound","35","2018","HYUNDAI","TUCSON","39.00294382","-77.11011258","(39.00294382, -77.11011258)"
"09/12/2024 11:54:00 AM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Six O Clock","Passenger Car","Stopped in Traffic","Northbound","40","2021","HYUNDAI","SANTA FE","39.04913819","-77.11394988","(39.04913819, -77.11394988)"
"09/12/2024 09:23:00 AM","Sideswipe, Same Direction","Clear","Dry","Daylight","No","No Apparent Injury","Eight O Clock","Passenger Car","Stopped in Traffic","Northbound","35","2011","MERCEDES-BENZ","C-CLASS","39.08080609","-77.07511334","(39.08080609, -77.07511334)"
"09/12/2024 09:10:00 AM","Single Vehicle","Clear","Dry","Daylight","No","No Apparent Injury","Top","Bus - School","Turning Left","Eastbound","15","2024","THOMAS BUILT","SCHOOL BUS","39.0150145","-77.10712954","(39.0150145, -77.10712954)"
"09/12/2024 08:25:00 AM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Six O Clock","Passenger Car","Stopped in Traffic","Southbound","35","2018","MERCEDES-BENZ","E-CLASS","39.01980017","-77.12178117","(39.01980017, -77.12178117)"
"09/11/2024 11:00:00 PM","Front to Rear","Clear","Dry","Dark - Lighted","Yes","No Apparent Injury","One O Clock","Sport Utility Vehicle","Slowing or Stopping","Eastbound","35","2014","FORD","EDGE","39.05956038","-77.04641818","(39.05956038, -77.04641818)"
"09/11/2024 07:50:00 PM","Front to Rear","Clear","Dry","Dark - Lighted","No","Possible Injury","Six O Clock","Sport Utility Vehicle","Slowing or Stopping","Southbound","35","2019","HONDA","PILOT","39.08735899","-77.07351496","(39.08735899, -77.07351496)"
"09/11/2024 05:47:00 PM","Angle","Clear","Dry","Daylight","No","No Apparent Injury","One O Clock","Sport Utility Vehicle","Moving Constant Speed","Northbound","25","2021","JEEP","CHEROKEE","39.05419967","-77.06154267","(39.05419967, -77.06154267)"
"09/11/2024 04:53:00 PM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Six O Clock","Bus - Transit","Moving Constant Speed","Eastbound","30","2022","NEW FLYER","TRANSIT BUS","39.04960667","-77.07112333","(39.04960667, -77.07112333)"
"09/11/2024 02:57:00 PM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Eleven O Clock","Sport Utility Vehicle","Slowing or Stopping","Northbound","35","2009","ACURA","MDX","39.20557181","-77.26477187","(39.20557181, -77.26477187)"
"09/11/2024 11:00:00 AM","Front to Rear","Clear","Dry","Daylight","Yes","Suspected Minor Injury","Six O Clock","Passenger Car","Changing Lanes","Westbound","35","2022","SUBARU","OUTBACK","39.020802","-77.01325767","(39.020802, -77.01325767)"
"09/11/2024 09:00:00 AM","Single Vehicle","Clear","Dry","Daylight","Yes","No Apparent Injury","Twelve O Clock","Sport Utility Vehicle","Moving Constant Speed","Southbound","30","2024","TOYOTA","RAV4","39.0888505","-76.93948117","(39.0888505, -76.93948117)"
"09/11/2024 08:34:00 AM","Sideswipe, Same Direction","Clear","Dry","Daylight","No","No Apparent Injury","One O Clock","Single-Unit Truck","Moving Constant Speed","Southbound","35","2020","MACK","UNKNOWN","39.01411117","-77.09956917","(39.01411117, -77.09956917)"
"09/11/2024 07:35:00 AM","Sideswipe, Same Direction","Clear","Dry","Daylight","No","No Apparent Injury","Eight O Clock","Passenger Car","Moving Constant Speed","Northbound","35","2017","NISSAN","VERSA NOTE","38.99604626","-77.07705048","(38.99604626, -77.07705048)"
"09/10/2024 09:25:00 PM","Sideswipe, Same Direction","Clear","Dry","Dark - Lighted","No","No Apparent Injury","Ten O Clock","Bus - Transit","Stopped in Traffic","Southbound","40","2014","NABI","UNKNOWN","39.01147133","-76.97902228","(39.01147133, -76.97902228)"
"09/10/2024 04:50:00 PM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Six O Clock","Passenger Car","Stopped in Traffic","Westbound","40","2018","GENESIS","G80","39.06567567","-76.9733525","(39.06567567, -76.9733525)"
"09/10/2024 04:40:00 PM","Rear To Side","Clear","Dry","Daylight","No","No Apparent Injury","Twelve O Clock","Passenger Car","Moving Constant Speed","Southbound","40","2022","HONDA","CIVIC","39.24689993","-77.23414165","(39.24689993, -77.23414165)"
"09/10/2024 02:19:00 PM","Angle","Clear","Dry","Daylight","No","No Apparent Injury","Eight O Clock","Passenger Car","Making U-Turn","Northbound","40","2022","HONDA","CIVIC","39.18700323","-77.18546027","(39.18700323, -77.18546027)"
"09/10/2024 01:41:00 PM","Sideswipe, Same Direction","Clear","Dry","Daylight","No","No Apparent Injury","Nine O Clock","Pickup","Moving Constant Speed","Northbound","30","2023","FORD","F-350","39.0203771","-77.04426627","(39.0203771, -77.04426627)"
"09/10/2024 12:50:00 PM","Single Vehicle","Clear","Dry","Daylight","Yes","Suspected Minor Injury","Twelve O Clock","Snowmobile","Leaving Traffic Lane","Westbound","50","2015","HONDA","ACCORD","39.06402833","-76.96784537","(39.06402833, -76.96784537)"
"09/10/2024 10:29:00 AM","Single Vehicle","Clear","Dry","Daylight","No","No Apparent Injury","Non-Collision","Passenger Car","Turning Left","Southbound","35","2020","HONDA","CIVIC","39.05906953","-77.06885197","(39.05906953, -77.06885197)"
"09/10/2024 08:10:00 AM","Sideswipe, Same Direction","Clear","Dry","Daylight","No","No Apparent Injury","Seven O Clock","Passenger Car","Moving Constant Speed","Northbound","35","2009","TOYOTA","PRIUS","38.98780986","-76.98775142","(38.98780986, -76.98775142)"
"09/10/2024 07:37:00 AM","Angle","Clear","Dry","Daylight","No","No Apparent Injury","Twelve O Clock","Passenger Car","Moving Constant Speed","Southbound","35","2016","FORD","FUSION","39.08515034","-77.07851291","(39.08515034, -77.07851291)"
"09/10/2024 06:20:00 AM","Front to Rear","Clear","Dry","Dark - Lighted","No","Possible Injury","Six O Clock","Passenger Car","Stopped in Traffic","Southbound","35","2006","HONDA","CIVIC","39.05004397","-77.075339","(39.05004397, -77.075339)"
"09/09/2024 05:56:00 PM","Front to Rear","Clear","Dry","Daylight","Yes","No Apparent Injury","Twelve O Clock","Passenger Car","Moving Constant Speed","Northbound","30","2015","TOYOTA","CAMRY","39.02642231","-77.04639584","(39.02642231, -77.04639584)"
"09/09/2024 04:27:00 PM","Other","Clear","Dry","Daylight","No","No Apparent Injury","Eight O Clock","Passenger Car","Moving Constant Speed","Northbound","30","2022","TOYOTA","CAMRY","39.14584904","-77.20385335","(39.14584904, -77.20385335)"
"09/09/2024 03:51:00 PM","Sideswipe, Same Direction","Clear","Dry","Daylight","Yes","No Apparent Injury","Three O Clock","Sport Utility Vehicle","Overtaking/Passing","Westbound","30","2011","MERCEDES-BENZ","ML-CLASS","39.28765196","-77.2016348","(39.28765196, -77.2016348)"
"09/09/2024 01:56:00 PM","Angle","Clear","Dry","Daylight","Yes","No Apparent Injury","Top","Other","Entering Traffic Lane","Southbound","25","1999","MACK","1 SERIES","39.09843454","-77.13623931","(39.09843454, -77.13623931)"
"09/09/2024 07:30:00 AM","Sideswipe, Same Direction","Clear","Dry","Daylight","No","No Apparent Injury","Two O Clock","Passenger Car","Slowing or Stopping","Southbound","35","2018","HONDA","CIVIC","38.98594471","-76.98817927","(38.98594471, -76.98817927)"
"09/09/2024 06:48:00 AM","Other","Clear","Dry","Daylight","No","No Apparent Injury","Nine O Clock","Van - Passenger (&lt;9 Seats)","Moving Constant Speed","Westbound","35","2007","HONDA","ODYSSEY","38.98505002","-77.09105907","(38.98505002, -77.09105907)"
"09/08/2024 11:12:00 PM","Front to Rear","Clear","Dry","Dark - Unknown Lighting","Yes","No Apparent Injury","Twelve O Clock","Passenger Car","Moving Constant Speed","Eastbound","35","2024","AUDI","A3","39.04507003","-77.06515699","(39.04507003, -77.06515699)"
"09/08/2024 04:53:00 PM","Angle","Clear","Dry","Daylight","No","No Apparent Injury","One O Clock","Passenger Car","Moving Constant Speed","Eastbound","35","2020","HONDA","ACCORD","39.154289","-77.20942067","(39.154289, -77.20942067)"
"09/08/2024 02:54:00 PM","Rear To Rear","Clear","Dry","Daylight","No","No Apparent Injury","Six O Clock","Passenger Car","Moving Constant Speed","Northbound","35","2022","TOYOTA","RAV4","39.09175549","-77.12566379","(39.09175549, -77.12566379)"
"09/08/2024 11:45:00 AM","Angle","Clear","Dry","Daylight","Yes","No Apparent Injury","Eleven O Clock","Passenger Car","Making U-Turn","Southbound","25","2021","TOYOTA","CAMRY","39.1396305","-77.1939365","(39.1396305, -77.1939365)"
"09/08/2024 10:05:00 AM","Front to Rear","Clear","Dry","Daylight","Yes","No Apparent Injury","Twelve O Clock","Sport Utility Vehicle","Slowing or Stopping","Southbound","35","2018","TOYOTA","RAV4","39.01827375","-77.01437995","(39.01827375, -77.01437995)"
"09/07/2024 09:40:00 PM","Sideswipe, Same Direction","Clear","Dry","Dark - Lighted","No","No Apparent Injury","Nine O Clock","Passenger Car","Moving Constant Speed","Southbound","35","2021","CHEVROLET","SPARK","39.07466796","-77.11467614","(39.07466796, -77.11467614)"
"09/07/2024 06:57:00 PM","Sideswipe, Same Direction","Clear","Dry","Daylight","Yes","No Apparent Injury","Twelve O Clock","Passenger Car","Entering Traffic Lane","Not On Roadway","40","2023","MERCEDES-BENZ","EQE-CLASS SEDAN","39.22235667","-77.26014634","(39.22235667, -77.26014634)"
"09/07/2024 02:34:00 PM","Front to Rear","Cloudy","Wet","Daylight","Yes","No Apparent Injury","Twelve O Clock","Passenger Car","Slowing or Stopping","Southbound","30","2017","CHEVROLET","SUBURBAN","39.029444","-77.047616","(39.029444, -77.047616)"
"09/07/2024 11:00:00 AM","Front to Rear","Cloudy","Dry","Daylight","Yes","No Apparent Injury","Six O Clock","Bus - Transit","Backing","Eastbound","25","2021","GILLIG","CITY TRANSIT BUS","39.18195417","-77.26275984","(39.18195417, -77.26275984)"
"09/07/2024 03:44:00 AM","Rear To Side","Clear","Dry","Dark - Lighted","No","No Apparent Injury","Three O Clock","Passenger Car","Moving Constant Speed","Westbound","25","2017","NISSAN","PATHFINDER","38.99760167","-77.02711167","(38.99760167, -77.02711167)"
"09/06/2024 05:19:00 PM","Other","Clear","Dry","Daylight","Yes","No Apparent Injury","Five O Clock","Passenger Car","Turning Left","Northbound","30","2020","NISSAN","SENTRA","38.99825985","-77.03069608","(38.99825985, -77.03069608)"
"09/06/2024 05:02:00 PM","Angle","Clear","Dry","Daylight","No","No Apparent Injury","One O Clock","Passenger Car","Moving Constant Speed","Northbound","30","2024","TOYOTA","GR86","39.09842167","-77.136265","(39.09842167, -77.136265)"
"09/06/2024 02:22:00 PM","Front to Rear","Clear","Dry","Daylight","No","Possible Injury","Six O Clock","Sport Utility Vehicle","Moving Constant Speed","Southbound","35","2015","KIA","SPORTAGE","39.02188422","-77.12368833","(39.02188422, -77.12368833)"
"09/06/2024 07:50:00 AM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Seven O Clock","Sport Utility Vehicle","Stopped in Traffic","Southbound","25","2024","CHEVROLET","TAHOE","39.09367591","-77.11330054","(39.09367591, -77.11330054)"
"09/06/2024 07:40:00 AM","Front to Rear","Cloudy","Dry","Daylight","No","No Apparent Injury","Six O Clock","Van - Cargo","Stopped in Traffic","Southbound","35","2024","MERCEDES-BENZ","SPRINTER","38.99022394","-77.15261827","(38.99022394, -77.15261827)"
"09/05/2024 01:00:00 PM","Single Vehicle","Clear","Dry","Daylight","Yes","Possible Injury","Twelve O Clock","Passenger Car","Moving Constant Speed","Northbound","35","2016","KIA","OPTIMA","39.19055834","-77.19205399","(39.19055834, -77.19205399)"
"09/05/2024 11:01:00 AM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Six O Clock","Passenger Car","Slowing or Stopping","Southbound","40","2009","TOYOTA","CAMRY","39.09072217","-77.12747267","(39.09072217, -77.12747267)"
"09/05/2024 08:10:00 AM","Sideswipe, Opposite Direction","Clear","Dry","Daylight","No","No Apparent Injury","One O Clock","Passenger Car","Moving Constant Speed","Northbound","35","2023","VOLVO","XC40","39.11369863","-77.01374672","(39.11369863, -77.01374672)"
"09/05/2024 06:47:00 AM","Angle","Clear","Dry","Daylight","No","No Apparent Injury","Ten O Clock","Van - Passenger (&lt;9 Seats)","Stopped in Traffic","Westbound","35","2007","CHEVROLET","EXPRESS","39.07589655","-76.95755238","(39.07589655, -76.95755238)"
"09/04/2024 11:15:00 PM","Sideswipe, Same Direction","Clear","Dry","Dark - Lighted","Yes","Suspected Minor Injury","Seven O Clock","Passenger Car","Stopped in Traffic","Southbound","45","2017","TOYOTA","CAMRY","39.07314251","-77.11157354","(39.07314251, -77.11157354)"
"09/04/2024 05:34:00 PM","Angle","Clear","Dry","Daylight","No","No Apparent Injury","Four O Clock","Passenger Car","Accelerating","Westbound","30","2015","TOYOTA","COROLLA","39.15235402","-77.29629361","(39.15235402, -77.29629361)"
"09/04/2024 04:53:00 PM","Other","Clear","Dry","Daylight","No","No Apparent Injury","Three O Clock","Passenger Car","Moving Constant Speed","Eastbound","30","2013","FORD","FOCUS","39.05732667","-77.07701833","(39.05732667, -77.07701833)"
"09/04/2024 11:50:00 AM","Front to Rear","Clear","Dry","Daylight","No","No Apparent Injury","Seven O Clock","Sport Utility Vehicle","Stopped in Traffic","Eastbound","35","2007","TOYOTA","HIGHLANDER","39.05434586","-77.14385015","(39.05434586, -77.14385015)"
"09/04/2024 09:05:00 AM","Single Vehicle","Clear","Dry","Daylight","Yes","Suspected Minor Injury","Eleven O Clock","Passenger Car","Moving Constant Speed","Southbound","35","2006","BMW","650I","39.07711215","-76.96794604","(39.07711215, -76.96794604)"
